state,state_code,district,district_note,at_large,map_vintage,is_current_map,years_used,n_years,d_share_mean,national_d_share_mean,pvi_pct,pvi_label,total_votes_mean,counties_whole,counties_partial,votes_from_partial_pct_max
Indiana,IN,IN-05,,False,2000s,False,2004+2008+2012,3,39.5,51.5,-12.0,R+12.0,373595,7,4,38.4
Indiana,IN,IN-05,,False,2010s,False,2016+2020,2,45.24,51.71,-6.47,R+6.5,379894,4,4,31.7
Indiana,IN,IN-05,,False,2020s,True,2024,1,41.44,49.25,-7.81,R+7.8,370124,5,1,10.1
Indiana,IN,IN-06,,False,2000s,False,2004+2008+2012,3,41.03,51.5,-10.46,R+10.5,315466,14,5,24.8
Indiana,IN,IN-06,,False,2010s,False,2016+2020,2,29.26,51.71,-22.44,R+22.4,319317,18,1,1.7
Indiana,IN,IN-06,,False,2020s,True,2024,1,40.83,49.25,-8.41,R+8.4,348238,8,3,39.4
Indiana,IN,IN-07,,False,2000s,False,2004+2008+2012,3,58.86,51.5,7.36,D+7.4,231984,0,1,100.0
Indiana,IN,IN-07,,False,2010s,False,2016+2020,2,63.45,51.71,11.74,D+11.7,287574,0,1,100.0
Indiana,IN,IN-07,,False,2020s,True,2024,1,64.07,49.25,14.82,D+14.8,248766,0,1,100.0
Indiana,IN,IN-08,,False,2000s,False,2004+2008+2012,3,41.9,51.5,-9.6,R+9.6,283624,17,1,1.6
Indiana,IN,IN-08,,False,2010s,False,2016+2020,2,33.04,51.71,-18.66,R+18.7,315760,18,1,0.4
Indiana,IN,IN-08,,False,2020s,True,2024,1,31.79,49.25,-17.46,R+17.5,332410,20,1,1.3
Indiana,IN,IN-09,,False,2000s,False,2004+2008+2012,3,43.2,51.5,-8.3,R+8.3,301136,17,3,22.8
Indiana,IN,IN-09,,False,2010s,False,2016+2020,2,36.94,51.71,-14.77,R+14.8,345834,10,3,9.0
Indiana,IN,IN-09,,False,2020s,True,2024,1,34.99,49.25,-14.26,R+14.3,359813,17,1,2.7
Kansas,KS,KS-01,,False,2000s,False,2004+2008+2012,3,27.93,51.5,-23.57,R+23.6,263811,66,3,4.0
Kansas,KS,KS-01,,False,2010s,False,2016+2020,2,27.37,51.71,-24.34,R+24.3,281116,61,2,1.4
Kansas,KS,KS-01,,False,2020s,True,2024,1,28.07,49.25,-21.18,R+21.2,272927,57,3,5.3
Kansas,KS,KS-02,,False,2000s,False,2004+2008+2012,3,42.88,51.5,-8.62,R+8.6,313620,23,3,12.5
Kansas,KS,KS-02,,False,2010s,False,2016+2020,2,41.08,51.71,-10.63,R+10.6,322298,23,2,5.1
Kansas,KS,KS-02,,False,2020s,True,2024,1,43.6,49.25,-5.65,R+5.7,343731,24,3,23.7
Kansas,KS,KS-03,,False,2000s,False,2004+2008+2012,3,46.79,51.5,-4.71,R+4.7,342642,2,1,4.8
Kansas,KS,KS-03,,False,2010s,False,2016+2020,2,53.23,51.71,1.52,D+1.5,376411,2,1,1.0
Kansas,KS,KS-03,,False,2020s,True,2024,1,52.46,49.25,3.21,D+3.2,399306,4,1,5.1
Kansas,KS,KS-04,,False,2000s,False,2004+2008+2012,3,37.56,51.5,-13.94,R+13.9,274647,10,1,0.7
Kansas,KS,KS-04,,False,2010s,False,2016+2020,2,37.14,51.71,-14.57,R+14.6,301119,16,1,0.2
Kansas,KS,KS-04,,False,2020s,True,2024,1,38.14,49.25,-11.1,R+11.1,311626,16,1,0.5
Kentucky,KY,KY-01,,False,2000s,False,2004+2008+2012,3,35.16,51.5,-16.34,R+16.3,282147,32,2,2.1
Kentucky,KY,KY-01,,False,2010s,False,2016+2020,2,25.35,51.71,-26.35,R+26.4,322466,34,1,0.1
Kentucky,KY,KY-01,,False,2020s,True,2024,1,26.05,49.25,-23.19,R+23.2,346955,33,2,5.2
Kentucky,KY,KY-02,,False,2000s,False,2004+2008+2012,3,37.4,51.5,-14.09,R+14.1,316748,19,2,7.6
Kentucky,KY,KY-02,,False,2010s,False,2016+2020,2,30.08,51.71,-21.63,R+21.6,349052,18,3,5.8
Kentucky,KY,KY-02,,False,2020s,True,2024,1,33.32,49.25,-15.93,R+15.9,398469,17,3,20.0
Kentucky,KY,KY-03,,False,2000s,False,2004+2008+2012,3,54.18,51.5,2.68,D+2.7,327056,0,1,100.0
Kentucky,KY,KY-03,,False,2010s,False,2016+2020,2,58.64,51.71,6.94,D+6.9,311948,0,1,100.0
Kentucky,KY,KY-03,,False,2020s,True,2024,1,58.42,49.25,9.17,D+9.2,288779,0,1,100.0
Kentucky,KY,KY-04,,False,2000s,False,2004+2008+2012,3,37.04,51.5,-14.46,R+14.5,315814,22,2,3.8
Kentucky,KY,KY-04,,False,2010s,False,2016+2020,2,36.25,51.71,-15.46,R+15.5,393613,16,5,19.5
Kentucky,KY,KY-04,,False,2020s,True,2024,1,31.97,49.25,-17.28,R+17.3,374848,19,2,3.8
Kentucky,KY,KY-05,,False,2000s,False,2004+2008+2012,3,31.23,51.5,-20.27,R+20.3,249821,28,1,0.5
Kentucky,KY,KY-05,,False,2010s,False,2016+2020,2,19.0,51.71,-32.7,R+32.7,300599,29,1,5.0
Kentucky,KY,KY-05,,False,2020s,True,2024,1,17.6,49.25,-31.65,R+31.6,314828,31,2,3.6
Kentucky,KY,KY-06,,False,2000s,False,2004+2008+2012,3,42.32,51.5,-9.18,R+9.2,315639,14,2,5.9
Kentucky,KY,KY-06,,False,2010s,False,2016+2020,2,43.64,51.71,-8.07,R+8.1,353400,16,3,5.5
Kentucky,KY,KY-06,,False,2020s,True,2024,1,42.48,49.25,-6.77,R+6.8,352926,14,2,2.6
Louisiana,LA,LA-01,,False,2000s,False,2004+2008+2012,3,31.65,51.5,-19.85,R+19.9,209349,3,3,19.6
Louisiana,LA,LA-01,,False,2010s,False,2016+2020,2,33.9,51.71,-17.82,R+17.8,383054,3,5,58.8
Louisiana,LA,LA-01,,False,2020s,True,2024,1,44.22,49.25,-5.02,R+5.0,519405,2,8,71.4
Louisiana,LA,LA-02,,False,2000s,False,2004+2008+2012,3,69.57,51.5,18.07,D+18.1,212122,0,2,100.0
Louisiana,LA,LA-02,,False,2010s,False,2016+2020,2,65.0,51.71,13.3,D+13.3,315002,1,9,96.1
Louisiana,LA,LA-02,,False,2020s,True,2024,1,50.84,49.25,1.59,D+1.6,197178,4,6,71.4
Louisiana,LA,LA-03,,False,2000s,False,2004+2008+2012,3,37.99,51.5,-13.5,R+13.5,393803,10,3,41.3
Louisiana,LA,LA-03,,False,2010s,False,2016+2020,2,30.56,51.71,-21.15,R+21.1,348998,9,1,0.3
Louisiana,LA,LA-03,,False,2020s,True,2024,1,27.45,49.25,-21.8,R+21.8,303278,8,3,38.2
Louisiana,LA,LA-04,,False,2000s,False,2004+2008+2012,3,40.16,51.5,-11.34,R+11.3,273087,12,1,1.6
Louisiana,LA,LA-04,,False,2010s,False,2016+2020,2,37.63,51.71,-14.08,R+14.1,319652,14,1,5.2
Louisiana,LA,LA-04,,False,2020s,True,2024,1,32.84,49.25,-16.41,R+16.4,412135,15,5,51.5
Louisiana,LA,LA-05,,False,2000s,False,2004+2008+2012,3,37.49,51.5,-14.0,R+14.0,289316,18,4,11.5
Louisiana,LA,LA-05,,False,2010s,False,2016+2020,2,34.48,51.71,-17.23,R+17.2,348829,20,4,19.5
Louisiana,LA,LA-05,,False,2020s,True,2024,1,36.25,49.25,-12.99,R+13.0,311912,15,6,66.6
Louisiana,LA,LA-06,,False,2000s,False,2004+2008+2012,3,43.38,51.5,-8.12,R+8.1,298969,6,3,8.0
Louisiana,LA,LA-06,,False,2010s,False,2016+2020,2,42.29,51.71,-9.42,R+9.4,373010,2,11,80.6
Louisiana,LA,LA-06,,False,2020s,True,2024,1,44.81,49.25,-4.44,R+4.4,263066,4,6,70.5
Louisiana,LA,LA-07,,False,2000s,False,2004+2008+2012,3,36.07,51.5,-15.43,R+15.4,289331,7,1,1.6
Massachusetts,MA,MA-01,,False,2000s,False,2004+2008+2012,3,64.9,51.5,13.4,D+13.4,485345,2,4,79.4
Massachusetts,MA,MA-01,,False,2010s,False,2016+2020,2,63.56,51.71,11.85,D+11.8,396429,2,3,29.3
Massachusetts,MA,MA-01,,False,2020s,True,2024,1,59.46,49.25,10.21,D+10.2,412913,2,3,32.8
Massachusetts,MA,MA-02,,False,2000s,False,2004+2008+2012,3,59.67,51.5,8.17,D+8.2,246381,0,4,100.0
Massachusetts,MA,MA-02,,False,2010s,False,2016+2020,2,60.0,51.71,8.29,D+8.3,343073,0,3,100.0
Massachusetts,MA,MA-02,,False,2020s,True,2024,1,60.5,49.25,11.25,D+11.2,388927,0,5,100.0
Massachusetts,MA,MA-03,,False,2000s,False,2004+2008+2012,3,60.69,51.5,9.2,D+9.2,262873,0,4,100.0
Massachusetts,MA,MA-03,,False,2010s,False,2016+2020,2,68.73,51.71,17.02,D+17.0,550812,0,3,100.0
Massachusetts,MA,MA-03,,False,2020s,True,2024,1,67.1,49.25,17.85,D+17.9,534725,0,3,100.0
Massachusetts,MA,MA-04,,False,2000s,False,2004+2008+2012,3,59.7,51.5,8.21,D+8.2,363508,0,4,100.0
Massachusetts,MA,MA-04,,False,2010s,False,2016+2020,2,62.54,51.71,10.82,D+10.8,445458,0,4,100.0
Massachusetts,MA,MA-04,,False,2020s,True,2024,1,58.7,49.25,9.45,D+9.4,440059,0,5,100.0
Massachusetts,MA,MA-05,,False,2000s,False,2004+2008+2012,3,63.47,51.5,11.97,D+12.0,424800,0,3,100.0
Massachusetts,MA,MA-05,,False,2010s,False,2016+2020,2,73.16,51.71,21.45,D+21.4,296792,0,3,100.0
Massachusetts,MA,MA-05,,False,2020s,True,2024,1,71.33,49.25,22.08,D+22.1,246081,0,2,100.0
Massachusetts,MA,MA-06,,False,2000s,False,2004+2008+2012,3,60.22,51.5,8.72,D+8.7,347950,0,2,100.0
Massachusetts,MA,MA-06,,False,2010s,False,2016+2020,2,65.6,51.71,13.9,D+13.9,452994,0,2,100.0
Massachusetts,MA,MA-06,,False,2020s,True,2024,1,62.55,49.25,13.3,D+13.3,451894,0,2,100.0
Massachusetts,MA,MA-07,,False,2000s,False,2004+2008+2012,3,67.39,51.5,15.89,D+15.9,179919,0,2,100.0
Massachusetts,MA,MA-07,,False,2010s,False,2016+2020,2,80.9,51.71,29.18,D+29.2,220978,0,3,100.0
Massachusetts,MA,MA-07,,False,2020s,True,2024,1,75.58,49.25,26.33,D+26.3,200247,0,3,100.0
Massachusetts,MA,MA-08,,False,2000s,False,2004+2008+2012,3,77.18,51.5,25.68,D+25.7,145133,0,2,100.0
Massachusetts,MA,MA-08,,False,2010s,False,2016+2020,2,69.3,51.71,17.6,D+17.6,306484,0,3,100.0
Massachusetts,MA,MA-08,,False,2020s,True,2024,1,66.12,49.25,16.87,D+16.9,293490,0,4,100.0
Massachusetts,MA,MA-09,,False,2000s,False,2004+2008+2012,3,64.97,51.5,13.47,D+13.5,283488,0,4,100.0
Massachusetts,MA,MA-09,,False,2010s,False,2016+2020,2,58.12,51.71,6.42,D+6.4,465204,3,2,65.2
Massachusetts,MA,MA-09,,False,2020s,True,2024,1,56.58,49.25,7.33,D+7.3,505333,3,3,66.7
Massachusetts,MA,MA-10,,False,2000s,False,2004+2008+2012,3,55.92,51.5,4.43,D+4.4,314345,3,2,53.4
Maryland,MD,MD-01,,False,2000s,False,2004+2008+2012,3,44.87,51.5,-6.63,R+6.6,350494,9,3,43.9
Maryland,MD,MD-01,,False,2010s,False,2016+2020,2,43.36,51.71,-8.36,R+8.4,459116,9,3,51.7
Maryland,MD,MD-01,,False,2020s,True,2024,1,45.54,49.25,-3.71,R+3.7,489901,10,1,19.9
Maryland,MD,MD-02,,False,2000s,False,2004+2008+2012,3,60.26,51.5,8.76,D+8.8,223764,0,4,100.0
Maryland,MD,MD-02,,False,2010s,False,2016+2020,2,64.27,51.71,12.56,D+12.6,238378,0,5,100.0
Maryland,MD,MD-02,,False,2020s,True,2024,1,57.5,49.25,8.25,D+8.2,384359,0,3,100.0
Maryland,MD,MD-03,,False,2000s,False,2004+2008+2012,3,63.68,51.5,12.18,D+12.2,243772,0,4,100.0
Maryland,MD,MD-03,,False,2010s,False,2016+2020,2,72.64,51.71,20.93,D+20.9,292494,0,5,100.0
Maryland,MD,MD-03,,False,2020s,True,2024,1,64.0,49.25,14.75,D+14.8,354156,1,2,48.5
Maryland,MD,MD-04,,False,2000s,False,2004+2008+2012,3,77.87,51.5,26.37,D+26.4,257250,0,2,100.0
Maryland,MD,MD-04,,False,2010s,False,2016+2020,2,76.74,51.71,25.03,D+25.0,230902,0,2,100.0
Maryland,MD,MD-04,,False,2020s,True,2024,1,87.62,49.25,38.37,D+38.4,184552,0,2,100.0
Maryland,MD,MD-05,,False,2000s,False,2004+2008+2012,3,69.08,51.5,17.58,D+17.6,486198,3,2,68.8
Maryland,MD,MD-05,,False,2010s,False,2016+2020,2,72.52,51.71,20.8,D+20.8,548875,3,2,66.3
Maryland,MD,MD-05,,False,2020s,True,2024,1,69.01,49.25,19.76,D+19.8,589506,3,2,65.2
Maryland,MD,MD-06,,False,2000s,False,2004+2008+2012,3,45.34,51.5,-6.16,R+6.2,506628,5,3,41.6
Maryland,MD,MD-06,,False,2010s,False,2016+2020,2,64.88,51.71,13.17,D+13.2,418211,3,2,73.9
Maryland,MD,MD-06,,False,2020s,True,2024,1,59.43,49.25,10.18,D+10.2,495108,4,1,44.0
Maryland,MD,MD-07,,False,2000s,False,2004+2008+2012,3,69.54,51.5,18.04,D+18.0,248088,0,3,100.0
Maryland,MD,MD-07,,False,2010s,False,2016+2020,2,71.72,51.71,20.02,D+20.0,414962,0,3,100.0
Maryland,MD,MD-07,,False,2020s,True,2024,1,83.57,49.25,34.32,D+34.3,254320,0,2,100.0
Maryland,MD,MD-08,,False,2000s,False,2004+2008+2012,3,70.59,51.5,19.09,D+19.1,258941,0,1,100.0
Maryland,MD,MD-08,,False,2010s,False,2016+2020,2,64.26,51.71,12.55,D+12.6,306302,0,3,100.0
Maryland,MD,MD-08,,False,2020s,True,2024,1,77.44,49.25,28.19,D+28.2,286431,0,1,100.0
Maine,ME,ME-01,,False,2000s,False,2004+2008+2012,3,59.55,51.5,8.05,D+8.1,386051,5,1,12.6
Maine,ME,ME-01,,False,2010s,False,2016+2020,2,59.69,51.71,7.98,D+8.0,404603,5,1,7.6
Maine,ME,ME-01,,False,2020s,True,2024,1,60.96,49.25,11.72,D+11.7,431311,5,1,7.4
Maine,ME,ME-02,,False,2000s,False,2004+2008+2012,3,54.25,51.5,2.75,D+2.8,341296,10,1,5.1
Maine,ME,ME-02,,False,2010s,False,2016+2020,2,45.62,51.71,-6.09,R+6.1,374238,10,1,10.5
Maine,ME,ME-02,,False,2020s,True,2024,1,44.9,49.25,-4.35,R+4.3,393109,10,1,10.4
Michigan,MI,MI-01,,False,2000s,False,2004+2008+2012,3,48.41,51.5,-3.09,R+3.1,350583,30,1,11.2
Michigan,MI,MI-01,,False,2010s,False,2016+2020,2,40.0,51.71,-11.71,R+11.7,398770,31,1,2.1
Michigan,MI,MI-01,,False,2020s,True,2024,1,39.26,49.25,-9.99,R+10.0,487613,35,1,0.9
Michigan,MI,MI-02,,False,2000s,False,2004+2008+2012,3,44.21,51.5,-7.29,R+7.3,369142,9,2,17.3
Michigan,MI,MI-02,,False,2010s,False,2016+2020,2,40.99,51.71,-10.72,R+10.7,324420,5,2,12.0
Michigan,MI,MI-02,,False,2020s,True,2024,1,42.11,49.25,-7.14,R+7.1,634133,14,6,51.0
Michigan,MI,MI-03,,False,2000s,False,2004+2008+2012,3,45.01,51.5,-6.49,R+6.5,308045,2,1,82.1
Michigan,MI,MI-03,,False,2010s,False,2016+2020,2,47.15,51.71,-4.56,R+4.6,432258,3,2,71.1
Michigan,MI,MI-03,,False,2020s,True,2024,1,48.38,49.25,-0.87,R+0.9,284509,0,3,100.0
Michigan,MI,MI-04,,False,2000s,False,2004+2008+2012,3,48.86,51.5,-2.64,R+2.6,345887,12,2,29.2
Michigan,MI,MI-04,,False,2010s,False,2016+2020,2,40.03,51.71,-11.68,R+11.7,387012,13,2,27.7
Michigan,MI,MI-04,,False,2020s,True,2024,1,46.01,49.25,-3.23,R+3.2,336975,2,4,66.4
Michigan,MI,MI-05,,False,2000s,False,2004+2008+2012,3,60.94,51.5,9.44,D+9.4,278363,2,2,13.8
Michigan,MI,MI-05,,False,2010s,False,2016+2020,2,50.52,51.71,-1.18,R+1.2,317422,4,2,9.0
Michigan,MI,MI-05,,False,2020s,True,2024,1,39.34,49.25,-9.91,R+9.9,488789,7,3,31.8
Michigan,MI,MI-06,,False,2000s,False,2004+2008+2012,3,50.17,51.5,-1.33,R+1.3,321388,5,2,12.6
Michigan,MI,MI-06,,False,2010s,False,2016+2020,2,46.61,51.71,-5.1,R+5.1,360580,6,0,0.0
Michigan,MI,MI-06,,False,2020s,True,2024,1,67.53,49.25,18.29,D+18.3,590817,1,2,62.5
Michigan,MI,MI-07,,False,2000s,False,2004+2008+2012,3,54.39,51.5,2.9,D+2.9,395860,5,2,46.7
Michigan,MI,MI-07,,False,2010s,False,2016+2020,2,50.76,51.71,-0.96,R+1.0,465328,6,1,34.1
Michigan,MI,MI-07,,False,2020s,True,2024,1,50.28,49.25,1.03,D+1.0,480872,4,2,22.8
Michigan,MI,MI-08,,False,2000s,False,2004+2008+2012,3,52.86,51.5,1.36,D+1.4,512612,3,2,47.5
Michigan,MI,MI-08,,False,2010s,False,2016+2020,2,54.09,51.71,2.38,D+2.4,569620,2,1,55.4
Michigan,MI,MI-08,,False,2020s,True,2024,1,49.03,49.25,-0.22,R+0.2,421600,3,1,7.9
Michigan,MI,MI-09,,False,2000s,False,2004+2008+2012,3,53.88,51.5,2.38,D+2.4,232338,0,1,100.0
Michigan,MI,MI-09,,False,2010s,False,2016+2020,2,48.26,51.71,-3.45,R+3.5,165056,0,2,100.0
Michigan,MI,MI-09,,False,2020s,True,2024,1,44.6,49.25,-4.64,R+4.6,876953,5,2,74.3
Michigan,MI,MI-10,,False,2000s,False,2004+2008+2012,3,49.89,51.5,-1.6,R+1.6,475226,4,1,67.4
Michigan,MI,MI-10,,False,2010s,False,2016+2020,2,40.14,51.71,-11.57,R+11.6,536418,4,2,67.9
Michigan,MI,MI-10,,False,2020s,True,2024,1,44.66,49.25,-4.58,R+4.6,233221,0,2,100.0
Michigan,MI,MI-11,,False,2000s,False,2004+2008+2012,3,65.76,51.5,14.26,D+14.3,425284,0,2,100.0
Michigan,MI,MI-11,,False,2010s,False,2016+2020,2,60.56,51.71,8.84,D+8.8,408522,0,2,100.0
Michigan,MI,MI-11,,False,2020s,True,2024,1,55.4,49.25,6.15,D+6.2,285694,0,1,100.0
Michigan,MI,MI-12,,False,2000s,False,2004+2008+2012,3,52.44,51.5,0.94,D+0.9,129007,0,2,100.0
Michigan,MI,MI-12,,False,2010s,False,2016+2020,2,69.76,51.71,18.05,D+18.1,379795,0,2,100.0
Michigan,MI,MI-12,,False,2020s,True,2024,1,63.78,49.25,14.53,D+14.5,242266,0,2,100.0
Michigan,MI,MI-13,,False,2000s,False,2004+2008+2012,3,72.86,51.5,21.36,D+21.4,150185,0,1,100.0
Michigan,MI,MI-13,,False,2010s,False,2016+2020,2,69.35,51.71,17.64,D+17.6,249258,0,1,100.0
Michigan,MI,MI-13,,False,2020s,True,2024,1,65.02,49.25,15.78,D+15.8,300744,0,1,100.0
Michigan,MI,MI-14,,False,2000s,False,2004+2008+2012,3,72.86,51.5,21.36,D+21.4,169923,0,1,100.0
Michigan,MI,MI-14,,False,2010s,False,2016+2020,2,62.9,51.71,11.19,D+11.2,191403,0,2,100.0
Michigan,MI,MI-15,,False,2000s,False,2004+2008+2012,3,68.03,51.5,16.53,D+16.5,401191,1,2,81.6
Minnesota,MN,MN-01,,False,2000s,False,2004+2008+2012,3,50.36,51.5,-1.14,R+1.1,338244,22,0,0.0
Minnesota,MN,MN-01,,False,2010s,False,2016+2020,2,44.07,51.71,-7.64,R+7.6,362740,19,2,6.8
Minnesota,MN,MN-01,,False,2020s,True,2024,1,44.29,49.25,-4.96,R+5.0,387902,19,2,6.4
Minnesota,MN,MN-02,,False,2000s,False,2004+2008+2012,3,48.32,51.5,-3.18,R+3.2,428090,5,2,56.6
Minnesota,MN,MN-02,,False,2010s,False,2016+2020,2,50.92,51.71,-0.79,R+0.8,406870,4,2,9.5
Minnesota,MN,MN-02,,False,2020s,True,2024,1,52.72,49.25,3.47,D+3.5,424232,3,2,13.4
Minnesota,MN,MN-03,,False,2000s,False,2004+2008+2012,3,62.58,51.5,11.09,D+11.1,549031,0,2,100.0
Minnesota,MN,MN-03,,False,2010s,False,2016+2020,2,69.63,51.71,17.92,D+17.9,592956,0,3,100.0
Minnesota,MN,MN-03,,False,2020s,True,2024,1,71.19,49.25,21.94,D+21.9,592325,0,2,100.0
Minnesota,MN,MN-04,,False,2000s,False,2004+2008+2012,3,65.45,51.5,13.96,D+14.0,294243,1,2,6.3
Minnesota,MN,MN-04,,False,2010s,False,2016+2020,2,68.43,51.71,16.72,D+16.7,356562,1,1,20.7
Minnesota,MN,MN-04,,False,2020s,True,2024,1,68.77,49.25,19.53,D+19.5,343975,1,1,19.2
Minnesota,MN,MN-05,,False,2000s,False,2004+2008+2012,3,62.07,51.5,10.57,D+10.6,130334,0,2,100.0
Minnesota,MN,MN-05,,False,2010s,False,2016+2020,2,69.54,51.71,17.83,D+17.8,155946,0,2,100.0
Minnesota,MN,MN-05,,False,2020s,True,2024,1,70.61,49.25,21.36,D+21.4,151047,0,2,100.0
Minnesota,MN,MN-06,,False,2000s,False,2004+2008+2012,3,45.9,51.5,-5.6,R+5.6,446638,3,3,71.9
Minnesota,MN,MN-06,,False,2010s,False,2016+2020,2,42.12,51.71,-9.59,R+9.6,469566,3,4,68.5
Minnesota,MN,MN-06,,False,2020s,True,2024,1,41.79,49.25,-7.45,R+7.5,443640,4,2,45.9
Minnesota,MN,MN-07,,False,2000s,False,2004+2008+2012,3,45.93,51.5,-5.56,R+5.6,344184,33,2,13.2
Minnesota,MN,MN-07,,False,2010s,False,2016+2020,2,34.9,51.71,-16.81,R+16.8,387876,35,3,17.5
Minnesota,MN,MN-07,,False,2020s,True,2024,1,32.91,49.25,-16.34,R+16.3,433687,34,4,21.5
Minnesota,MN,MN-08,,False,2000s,False,2004+2008+2012,3,53.66,51.5,2.16,D+2.2,361010,17,1,0.9
Minnesota,MN,MN-08,,False,2010s,False,2016+2020,2,42.24,51.71,-9.46,R+9.5,378686,17,1,1.5
Minnesota,MN,MN-08,,False,2020s,True,2024,1,44.11,49.25,-5.14,R+5.1,477112,18,3,17.5
Missouri,MO,MO-01,,False,2000s,False,2004+2008+2012,3,65.1,51.5,13.6,D+13.6,282028,0,2,100.0
Missouri,MO,MO-01,,False,2010s,False,2016+2020,2,70.52,51.71,18.81,D+18.8,304852,1,1,56.4
Missouri,MO,MO-01,,False,2020s,True,2024,1,70.02,49.25,20.77,D+20.8,302076,1,1,61.5
Missouri,MO,MO-02,,False,2000s,False,2004+2008+2012,3,52.07,51.5,0.57,D+0.6,415152,1,2,95.1
Missouri,MO,MO-02,,False,2010s,False,2016+2020,2,58.1,51.71,6.39,D+6.4,397399,0,3,100.0
Missouri,MO,MO-02,,False,2020s,True,2024,1,52.84,49.25,3.59,D+3.6,474244,1,3,88.3
Missouri,MO,MO-03,,False,2000s,False,2004+2008+2012,3,60.05,51.5,8.55,D+8.6,240581,2,2,56.4
Missouri,MO,MO-03,,False,2010s,False,2016+2020,2,31.66,51.71,-20.05,R+20.1,414212,10,3,53.6
Missouri,MO,MO-03,,False,2020s,True,2024,1,34.55,49.25,-14.7,R+14.7,382768,11,5,63.9
Missouri,MO,MO-04,,False,2000s,False,2004+2008+2012,3,36.8,51.5,-14.7,R+14.7,324464,21,4,25.7
Missouri,MO,MO-04,,False,2010s,False,2016+2020,2,31.64,51.71,-20.07,R+20.1,363802,21,3,10.6
Missouri,MO,MO-04,,False,2020s,True,2024,1,34.51,49.25,-14.74,R+14.7,433984,20,4,38.6
Missouri,MO,MO-05,,False,2000s,False,2004+2008+2012,3,59.76,51.5,8.27,D+8.3,226883,0,2,100.0
Missouri,MO,MO-05,,False,2010s,False,2016+2020,2,55.2,51.71,3.5,D+3.5,275073,3,2,86.7
Missouri,MO,MO-05,,False,2020s,True,2024,1,58.26,49.25,9.02,D+9.0,206788,0,2,100.0
Missouri,MO,MO-06,,False,2000s,False,2004+2008+2012,3,47.17,51.5,-4.32,R+4.3,374855,25,1,23.4
Missouri,MO,MO-06,,False,2010s,False,2016+2020,2,40.17,51.71,-11.54,R+11.5,446602,33,3,46.2
Missouri,MO,MO-06,,False,2020s,True,2024,1,36.24,49.25,-13.0,R+13.0,475930,37,2,33.9
Missouri,MO,MO-07,,False,2000s,False,2004+2008+2012,3,33.38,51.5,-18.12,R+18.1,304870,8,2,5.0
Missouri,MO,MO-07,,False,2010s,False,2016+2020,2,27.33,51.71,-24.39,R+24.4,360334,10,1,0.9
Missouri,MO,MO-07,,False,2020s,True,2024,1,28.46,49.25,-20.79,R+20.8,375929,9,1,2.2
Missouri,MO,MO-08,,False,2000s,False,2004+2008+2012,3,34.52,51.5,-16.98,R+17.0,281854,27,1,4.9
Missouri,MO,MO-08,,False,2010s,False,2016+2020,2,23.1,51.71,-28.62,R+28.6,367234,29,1,19.1
Missouri,MO,MO-08,,False,2020s,True,2024,1,21.84,49.25,-27.41,R+27.4,343608,27,1,17.2
Missouri,MO,MO-09,,False,2000s,False,2004+2008+2012,3,41.72,51.5,-9.77,R+9.8,357397,23,2,19.8
Mississippi,MS,MS-01,,False,2000s,False,2004+2008+2012,3,37.88,51.5,-13.62,R+13.6,331201,22,2,1.8
Mississippi,MS,MS-01,,False,2010s,False,2016+2020,2,33.98,51.71,-17.73,R+17.7,330982,21,1,1.7
Mississippi,MS,MS-01,,False,2020s,True,2024,1,31.52,49.25,-17.73,R+17.7,327154,20,1,1.4
Mississippi,MS,MS-02,,False,2000s,False,2004+2008+2012,3,61.0,51.5,9.5,D+9.5,310407,20,3,43.8
Mississippi,MS,MS-02,,False,2010s,False,2016+2020,2,61.1,51.71,9.39,D+9.4,332230,24,2,40.2
Mississippi,MS,MS-02,,False,2020s,True,2024,1,57.45,49.25,8.2,D+8.2,325224,29,1,12.0
Mississippi,MS,MS-03,,False,2000s,False,2004+2008+2012,3,39.11,51.5,-12.38,R+12.4,311639,20,8,14.3
Mississippi,MS,MS-03,,False,2010s,False,2016+2020,2,38.75,51.71,-12.96,R+13.0,295966,20,4,13.0
Mississippi,MS,MS-03,,False,2020s,True,2024,1,34.92,49.25,-14.33,R+14.3,280567,19,3,11.7
Mississippi,MS,MS-04,,False,2000s,False,2004+2008+2012,3,31.73,51.5,-19.77,R+19.8,289284,12,3,13.6
Mississippi,MS,MS-04,,False,2010s,False,2016+2020,2,29.76,51.71,-21.95,R+21.9,302380,13,1,0.7
Mississippi,MS,MS-04,,False,2020s,True,2024,1,28.44,49.25,-20.8,R+20.8,295063,11,1,8.5
Montana,MT,MT-01,,False,2020s,True,2024,1,44.0,49.25,-5.25,R+5.2,322584,15,1,0.4
Montana,MT,MT-02,,False,2020s,True,2024,1,34.77,49.25,-14.47,R+14.5,280406,40,1,0.5
Montana,MT,MT-AL,,True,2000s,False,2004+2008+2012,3,43.75,51.5,-7.76,R+7.8,475911,0,0,0.0
Montana,MT,MT-AL,,True,2010s,False,2016+2020,2,40.25,51.71,-11.46,R+11.5,552748,0,0,0.0
North Carolina,NC,NC-01,,False,2000s,False,2004+2008+2012,3,54.77,51.5,3.27,D+3.3,264228,13,10,44.7
North Carolina,NC,NC-01,,False,2010s,False,2016+2020,2,59.26,51.71,7.56,D+7.6,286372,5,18,77.7
